text,label
she changed her major after her second year.,none
"One project failed, so none of my projects will ever work.", overgeneralization 
"   If I perform badly once, I'll never be respected again. 	  ",catastrophizing
<div>A single bad decision could destroy everything.</div>,catastrophizing
My roommate closed the door because he doesn't want to talk to me., mind_reading 
Our professor assigned two chapters for Monday.,none
Everyone became quiet because I said something wrong.,personalization
It rained on our trip because I planned it badly.,personalization
The team lost the match 2-1., none 
my laptop has 16 gb of ram.,NONE
"I made a mistake at work, so I'm bad at my job.", overgeneralization 
   She smiled at everyone except me because she dislikes me. 	  , mind_reading 
<div>A bad grade will destroy all my chances of succeeding.</div>, catastrophizing 
,overgeneralization
PORTUGAL HAS NEVER WON THE FIFA WORLD CUP.,NONE
   He hasn't texted me because he doesn't like me anymore. 	  ,MIND_READING
The recruiter hasn't replied because they think I'm unqualified.!!!||,mind_reading
he walked past without saying hello because he is mad at me.,mind_reading
the recruiter hasn't replied because they think i'm unqualified.,MIND_READING
he didn't reply because he must be angry with me.,mind-reading
The bus was delayed because of traffic.,none
I prefer tea to coffee.,NONE
<p>The project requires Python and a database.</p>,none
The library closes at eight in the evening.!!!?, none 
   The interview lasted about forty minutes. 	  , none 
a bad grade will destroy all my chances of succeeding.,CATASTROPHIZING
   People from that college are all arrogant. 	  ,overgeneralization
"<div>One customer complained, so all our customers must be unhappy.</div>",overgeneralization
I prefer tea to coffee., none 
<p>My manager didn't praise me because she thinks I'm incompetent.</p>,mind_reading
, none 
"If I don't get into this college, my life will be a disaster.!!!??",catastrophizing
the restaurant was crowded on saturday.,none
<p>My friend cancelled because I must have offended him.</p>,mind_reading
"SHE WAS QUIET DURING DINNER, SO SHE MUST BE UPSET WITH ME.",mind_reading
,overgeneralization
The company hired five new engineers this month.,NONE
"<div>If my project fails, everything I've worked for will be pointless.</div>",catastrophizing
"MY TEAM LOST TODAY, SO WE CAN NEVER WIN.",overgeneralization
"She sounded tired, so she must be bored of talking to me.",mind_reading
"   If this presentation goes badly, everyone will remember it forever. 	  ",CATASTROPHIZING
My friend cancelled our plans because I wasn't good company.,PERSONALIZATION
I made one mistake in the presentation.!!!@@,none
He didn't reply because he must be angry with me.!!!~~,MIND_READING
"   She looked away, so she probably thinks I'm boring. 	  ",mind_reading
"If I lose this competition, all my hard work was worthless.!!!***",catastrophizing
the event failed because i organized it poorly.,personalization
"if i get rejected, i'll never find another opportunity.",catastrophizing
my friend saw my message but didn't answer because she wants to ignore me.,
The interview lasted about forty minutes., none 
The company hired five new engineers this month.!!!***, none 
The company rejected our proposal because I wasn't persuasive enough.,
, mind_reading 
My manager didn't praise me because she thinks I'm incompetent.!!!??,MIND_READING
<div>The customer was unhappy because I handled the situation badly.</div>, personalization 
   He hasn't texted me because he doesn't like me anymore. 	  ,mind_reading
"I FAILED ONE EXAM, SO I WILL ALWAYS FAIL.",overgeneralization
he is in a bad mood because of me.,personalization
"   If I get rejected, I'll never find another opportunity. 	  ", catastrophizing 
The team missed the deadline because I wasn't good enough.,
They haven't complimented my work because they think it's terrible.!!!\\,
   She is having a bad day because I upset her. 	  ,personalization
The team lost the match 2-1.,none
Portugal has never won the FIFA World Cup.,none
She changed her major after her second year.,none
   Everyone in my class is smarter than me. 	  , overgeneralization 
I PREFER TEA TO COFFEE.,none
The team missed the deadline because I wasn't good enough.,personalization
A BAD GRADE WILL DESTROY ALL MY CHANCES OF SUCCEEDING., catastrophizing 
<div>The event failed because I organized it poorly.</div>,personalization
<div>My friend cancelled our plans because I wasn't good company.</div>,PERSONALIZATION
"One person rejected my idea, so people hate my ideas.",over_generalization
"   If I fail this exam, my entire life is over. 	  ",catastrophizing
"THEY LAUGHED AFTER I SPOKE, SO THEY WERE DEFINITELY LAUGHING AT ME.",mind_reading
"My team lost today, so we can never win.!!!}}}", overgeneralization 
"<p>My professor frowned, so he must think I'm stupid.</p>",mind_reading
My friend didn't reply to my message yesterday.!!!///, none 
The group didn't finish on time because I wasn't useful enough.,personalization
A SINGLE BAD DECISION COULD DESTROY EVERYTHING.,
"She sounded tired, so she must be bored of talking to me.", mind_reading 
Portugal has never won the FIFA World Cup.,none
The audience was quiet because they didn't like my presentation.,mind_reading
My teammate is frustrated because I am slowing everyone down.,PERSONALIZATION
My friend cancelled our plans because I wasn't good company.!!!--, personalization 
The group didn't finish on time because I wasn't useful enough.!!!@@@,personalization
My laptop has 16 GB of RAM.,NONE
"IF I DON'T GET INTO THIS COLLEGE, MY LIFE WILL BE A DISASTER.",catastrophizing
,personalization
She is having a bad day because I upset her.!!!~~,personalization
MY PARENTS ARGUED BECAUSE I CAUSED TOO MUCH STRESS.,PERSONALIZATION
,
<div>The party was awkward because I made everyone uncomfortable.</div>,
"one customer complained, so all our customers must be unhappy.",overgeneralization
   A single bad decision could destroy everything. 	  ,catastrophizing
I submitted my application before the deadline.,NONE
<p>He hasn't texted me because he doesn't like me anymore.</p>,mind-reading
"If my presentation fails, nobody will ever trust me again.",catastrophizing
<p>One mistake will completely ruin my future.</p>,catastrophizing
"If I get rejected, I'll never find another opportunity.!!!|||",catastrophizing
"if i lose this job, i'll never recover.",CATASTROPHIZING
The company rejected our proposal because I wasn't persuasive enough.,personalization
a bad grade will destroy all my chances of succeeding.,CATASTROPHIZING
"i was late today, so i'm always irresponsible.",OVERGENERALIZATION
"If I make a mistake in front of the team, I'll lose everyone's respect forever.!!!<",catastrophizing
I submitted my application before the deadline., none 
MY FRIEND CANCELLED OUR PLANS BECAUSE I WASN'T GOOD COMPANY.,personalization
<p>People from that college are all arrogant.</p>,overgeneralization
My friend cancelled because I must have offended him.,mind_reading
I PREFER TEA TO COFFEE., none 
My friend didn't reply to my message yesterday.!!!;;, none 
"If I embarrass myself today, I'll never be able to face these people again.",catastrophizing
"If I don't get into this college, my life will be a disaster.",CATASTROPHIZING
"If I lose this job, I'll never recover.", catastrophizing 
"My professor frowned, so he must think I'm stupid.",
i studied for three hours before the exam., none 
MY MANAGER DIDN'T PRAISE ME BECAUSE SHE THINKS I'M INCOMPETENT.,mind-reading
"if i make a mistake in front of the team, i'll lose everyone's respect forever.",catastrophizing
"She looked away, so she probably thinks I'm boring.", mind_reading 
She changed her major after her second year.!!!]]],
"She was quiet during dinner, so she must be upset with me.!!!\\\",mind-reading
<div>A small mistake here could completely ruin everything.</div>,CATASTROPHIZING
"If this presentation goes badly, everyone will remember it forever.",catastrophizing
"i failed one exam, so i will always fail.",overgeneralization
   My manager didn't praise me because she thinks I'm incompetent. 	  ,mind_reading
<p>The team lost the match 2-1.</p>,none
The audience was quiet because they didn't like my presentation.,mind_reading
i prefer tea to coffee., none 
Everyone in my class is smarter than me.,overgeneralization
THEY HAVEN'T COMPLIMENTED MY WORK BECAUSE THEY THINK IT'S TERRIBLE.,mind_reading
My colleague made a mistake because I didn't explain things well enough.,personalization
   The recruiter hasn't replied because they think I'm unqualified. 	  ,mind_reading
MISSING THIS DEADLINE MEANS MY CAREER IS FINISHED.,
   The train arrived ten minutes late today. 	  , none 
,mind_reading
My parents argued because I caused too much stress.,personalization
   The team missed the deadline because I wasn't good enough. 	  , personalization 
The team lost the match 2-1.,none
   They haven't complimented my work because they think it's terrible. 	  ,MIND_READING
"MY FIRST ATTEMPT DIDN'T WORK, SO THE IDEA IS USELESS.",overgeneralization
<p>The recruiter hasn't replied because they think I'm unqualified.</p>,MIND_READING
A small mistake here could completely ruin everything.,catastrophizing
One bad semester means my whole degree is a failure.!!!',over_generalization
They didn't invite me because they don't want me around.!!!>>>,mind_reading
"   If my project fails, everything I've worked for will be pointless. 	  ",catastrophizing
   The company rejected our proposal because I wasn't persuasive enough. 	  , personalization 
"   If I embarrass myself today, I'll never be able to face these people again. 	  ",catastrophizing
"   If I lose this competition, all my hard work was worthless. 	  ",catastrophizing
The team missed the deadline because I wasn't good enough.!!!==, personalization 
   My friend cancelled because I must have offended him. 	  ,MIND_READING
   Our professor assigned two chapters for Monday. 	  ,
The company rejected our proposal because I wasn't persuasive enough.,personalization
"IF I GET REJECTED, I'LL NEVER FIND ANOTHER OPPORTUNITY.",catastrophizing
   The restaurant was crowded on Saturday. 	  ,none
"The interviewer looked serious, so they probably hated my answers.",mind_reading
"If this relationship ends, I'll never be happy again.!!!-",catastrophizing
<p>The team lost the match 2-1.</p>,none
"<div>My first attempt didn't work, so the idea is useless.</div>",over_generalization
Every interview I've had has gone terribly.,OVERGENERALIZATION
They haven't complimented my work because they think it's terrible.,mind_reading
The team lost the match 2-1.!!!!!,none
   The company hired five new engineers this month. 	  , none 
"<p>I struggled with calculus, so I'm terrible at every subject.</p>",OVERGENERALIZATION
He chose another teammate because he thinks I'm useless.,mind-reading
THE RESTAURANT WAS CROWDED ON SATURDAY.,none
My parents argued because I caused too much stress.,personalization
,
My friend cancelled because I must have offended him.,mind_reading
"   If I fail this exam, my entire life is over. 	  ",
,none
"one customer complained, so all our customers must be unhappy.",overgeneralization
<div>Everyone became quiet because I said something wrong.</div>,personalization
Our team lost because I didn't play well enough.,personalization
"   If I perform badly once, I'll never be respected again. 	  ",catastrophizing
the customer was unhappy because i handled the situation badly.,PERSONALIZATION
MY FRIEND DIDN'T REPLY TO MY MESSAGE YESTERDAY.,none
"I DIDN'T GET THIS INTERNSHIP, SO I'LL NEVER GET AN INTERNSHIP.",overgeneralization
the team won three matches this season.,none
"If this presentation goes badly, everyone will remember it forever.", catastrophizing 
   People from that college are all arrogant. 	  , overgeneralization 
"if i miss this opportunity, my future is ruined.",catastrophizing
My friend cancelled our plans because I wasn't good company.,PERSONALIZATION
The audience was quiet because they didn't like my presentation.!!!...,mind_reading
The bus was delayed because of traffic.,none
THE PROJECT REQUIRES PYTHON AND A DATABASE.,none
"   If I fail this exam, my entire life is over. 	  ",catastrophizing
My friend saw my message but didn't answer because she wants to ignore me.,mind-reading
HE CHOSE ANOTHER TEAMMATE BECAUSE HE THINKS I'M USELESS.,mind_reading
   Everyone deserves equal treatment under the law. 	  ,none
   The temperature dropped significantly overnight. 	  ,none
The presentation was boring because I couldn't make it interesting.,personalization
The company rejected our proposal because I wasn't persuasive enough.!!!!,
   The restaurant was crowded on Saturday. 	  ,none
The team won three matches this season.,NONE
"<p>I made a mistake at work, so I'm bad at my job.</p>",overgeneralization
My roommate closed the door because he doesn't want to talk to me.!!!\\,mind-reading
"If I perform badly once, I'll never be respected again.!!![[[",catastrophizing
"If this presentation goes badly, everyone will remember it forever.",
the interview lasted about forty minutes.,none
   They haven't complimented my work because they think it's terrible. 	  ,mind_reading
"I didn't get this internship, so I'll never get an internship.", overgeneralization 
"   Every time I try something new, I fail. 	  ",overgeneralization
he read my message and didn't respond because he's annoyed with me.,MIND_READING
i studied for three hours before the exam.,none
My parents argued because I caused too much stress.!!!~,personalization
"they laughed after i spoke, so they were definitely laughing at me.",mind-reading
People from that college are all arrogant.,overgeneralization
   Everyone deserves equal treatment under the law. 	  , none 
   The recruiter hasn't replied because they think I'm unqualified. 	  , mind_reading 
My roommate closed the door because he doesn't want to talk to me.,mind_reading
"one customer complained, so all our customers must be unhappy.",overgeneralization
The restaurant was crowded on Saturday.,none
My roommate closed the door because he doesn't want to talk to me.!!!@, mind_reading 
He didn't reply because he must be angry with me.,mind_reading
   A single bad decision could destroy everything. 	  ,
"She sounded tired, so she must be bored of talking to me.",mind_reading
<div>Our team lost because I didn't play well enough.</div>,personalization
"<div>I failed one exam, so I will always fail.</div>",overgeneralization
"<p>I got sick once after eating there, so that restaurant always makes people sick.</p>",over_generalization
everyone became quiet because i said something wrong.,personalization
the library closes at eight in the evening.,none
Everyone in my class is smarter than me., overgeneralization 
the interview lasted about forty minutes.,none
My laptop has 16 GB of RAM.,NONE
"My first attempt didn't work, so the idea is useless.!!!))", overgeneralization 
"I made a mistake at work, so I'm bad at my job.",OVERGENERALIZATION
the team lost the match 2-1.,none
,NONE
   The interview lasted about forty minutes. 	  ,NONE
"My friend forgot my birthday, so she never cares about me.",overgeneralization
,MIND_READING
My roommate closed the door because he doesn't want to talk to me., mind_reading 
"I got sick once after eating there, so that restaurant always makes people sick.",overgeneralization
   The project failed because I wasn't capable enough. 	  ,personalization
He didn't reply because he must be angry with me.,
"One project failed, so none of my projects will ever work.",overgeneralization
"If I lose this job, I'll never recover.",catastrophizing
"the interviewer looked serious, so they probably hated my answers.", mind_reading 
Nobody wants to work with me.!!!\\,overgeneralization
"I was late today, so I'm always irresponsible.",overgeneralization
I submitted my application before the deadline.,NONE
The project failed because I wasn't capable enough.!!!!!,PERSONALIZATION
The bus was delayed because of traffic.,none
ONE BAD SEMESTER MEANS MY WHOLE DEGREE IS A FAILURE.,overgeneralization
<div>My roommate closed the door because he doesn't want to talk to me.</div>,mind-reading
It rained on our trip because I planned it badly.,PERSONALIZATION
<p>Portugal has never won the FIFA World Cup.</p>,none
"I didn't get this internship, so I'll never get an internship.",overgeneralization
THE PARTY WAS AWKWARD BECAUSE I MADE EVERYONE UNCOMFORTABLE.,PERSONALIZATION
My colleague made a mistake because I didn't explain things well enough.!!!%%,PERSONALIZATION
MY MANAGER DIDN'T PRAISE ME BECAUSE SHE THINKS I'M INCOMPETENT.,mind_reading
"<div>If I perform badly once, I'll never be respected again.</div>",CATASTROPHIZING
I STUDIED FOR THREE HOURS BEFORE THE EXAM., none 
My parents argued because I caused too much stress.,personalization
   The team lost the match 2-1. 	  ,none
"My first attempt didn't work, so the idea is useless.",overgeneralization
my parents argued because i caused too much stress.,personalization
,overgeneralization
<div>My manager didn't praise me because she thinks I'm incompetent.</div>,mind_reading
The customer was unhappy because I handled the situation badly.,personalization
everyone in my class is smarter than me.,overgeneralization
SHE CHANGED HER MAJOR AFTER HER SECOND YEAR., none 
"If I perform badly once, I'll never be respected again.",catastrophizing
He read my message and didn't respond because he's annoyed with me.!!!}}},MIND_READING
"   My professor frowned, so he must think I'm stupid. 	  ",mind_reading
It rained on our trip because I planned it badly.!!!^,PERSONALIZATION
"   I failed one exam, so I will always fail. 	  ", overgeneralization 
My friend stopped talking because I must have done something wrong.,personalization
"I STRUGGLED WITH CALCULUS, SO I'M TERRIBLE AT EVERY SUBJECT.",overgeneralization
<p>She smiled at everyone except me because she dislikes me.</p>,mind_reading
one mistake will completely ruin my future.,catastrophizing
THE PARTY WAS AWKWARD BECAUSE I MADE EVERYONE UNCOMFORTABLE.,PERSONALIZATION
the interview lasted about forty minutes.,none
he hasn't texted me because he doesn't like me anymore.,MIND_READING
"   One person rejected my idea, so people hate my ideas. 	  ",overgeneralization
one failed interview means my career is doomed.,
he walked past without saying hello because he is mad at me., mind_reading 
"If I fail this exam, my entire life is over.",
"Every time I try something new, I fail.",overgeneralization
My teammate is frustrated because I am slowing everyone down.!!!--,personalization
"if i lose this job, i'll never recover.",catastrophizing
Our team lost because I didn't play well enough.!!!!,PERSONALIZATION
She is having a bad day because I upset her.!!!-,personalization
"MY TEAM LOST TODAY, SO WE CAN NEVER WIN.",overgeneralization
"   My professor frowned, so he must think I'm stupid. 	  ",mind_reading
"MY FIRST ATTEMPT DIDN'T WORK, SO THE IDEA IS USELESS.",
My teammate is frustrated because I am slowing everyone down.,personalization
"The restaurant was crowded on Saturday.!!!,,",none
THE TEAM LOST THE MATCH 2-1.,none
THEY DIDN'T INVITE ME BECAUSE THEY DON'T WANT ME AROUND.,mind_reading
"she sounded tired, so she must be bored of talking to me.",mind_reading
THE EVENT FAILED BECAUSE I ORGANIZED IT POORLY.,
MY ROOMMATE CLOSED THE DOOR BECAUSE HE DOESN'T WANT TO TALK TO ME.,mind_reading
My parents argued because I caused too much stress., personalization 
one mistake will completely ruin my future.,catastrophizing
"if i perform badly once, i'll never be respected again.",catastrophizing
"if my project fails, everything i've worked for will be pointless.",CATASTROPHIZING
The project requires Python and a database.,none
   My teammate is frustrated because I am slowing everyone down. 	  ,personalization
"SHE LOOKED AWAY, SO SHE PROBABLY THINKS I'M BORING.",mind_reading
"i failed one exam, so i will always fail.",overgeneralization
The team lost the match 2-1.,none
I submitted my application before the deadline.,none
A bad grade will destroy all my chances of succeeding.!!!__, catastrophizing 
One rejection could mean I have no future in this field.!!!^^^,catastrophizing
He is in a bad mood because of me.,personalization
the customer was unhappy because i handled the situation badly.,personalization
"she sounded tired, so she must be bored of talking to me.",mind_reading
PORTUGAL HAS NEVER WON THE FIFA WORLD CUP.,none
"One project failed, so none of my projects will ever work.",overgeneralization
"   If I make a mistake in front of the team, I'll lose everyone's respect forever. 	  ",catastrophizing
The train arrived ten minutes late today.!!!}}},NONE
He is in a bad mood because of me.,personalization
<p>Portugal has never won the FIFA World Cup.</p>,NONE
,personalization
My friend stopped talking because I must have done something wrong.!!!&&&,personalization
"If I miss this opportunity, my future is ruined.",catastrophizing
my friend stopped talking because i must have done something wrong.,personalization
The company hired five new engineers this month.,none
The interview lasted about forty minutes.,none
The bus was delayed because of traffic.,none
"<p>If I make a mistake in front of the team, I'll lose everyone's respect forever.</p>",
<div>Portugal has never won the FIFA World Cup.</div>,none
the temperature dropped significantly overnight.,
EVERYONE BECAME QUIET BECAUSE I SAID SOMETHING WRONG., personalization 
The customer was unhappy because I handled the situation badly.!!!|||,PERSONALIZATION
<div>He chose another teammate because he thinks I'm useless.</div>,mind_reading
"IF I LOSE THIS JOB, I'LL NEVER RECOVER.",catastrophizing
"IF I MAKE A MISTAKE IN FRONT OF THE TEAM, I'LL LOSE EVERYONE'S RESPECT FOREVER.",catastrophizing
My colleague made a mistake because I didn't explain things well enough.!!!*,personalization
,none
Our team lost because I didn't play well enough.,personalization
"My friend is unhappy today, so it must be because of something I did.!!!__", personalization 
"I was late today, so I'm always irresponsible.",OVERGENERALIZATION
"She sounded tired, so she must be bored of talking to me.",mind_reading
"If I embarrass myself today, I'll never be able to face these people again.",catastrophizing
"<p>I made a mistake at work, so I'm bad at my job.</p>",overgeneralization
He read my message and didn't respond because he's annoyed with me.!!!$$$,mind_reading
"I didn't get this internship, so I'll never get an internship.",overgeneralization
PORTUGAL HAS NEVER WON THE FIFA WORLD CUP.,none
One mistake will completely ruin my future.,catastrophizing
THE TEMPERATURE DROPPED SIGNIFICANTLY OVERNIGHT.,NONE
<div>The party was awkward because I made everyone uncomfortable.</div>,PERSONALIZATION
"She was quiet during dinner, so she must be upset with me.",mind_reading
"<div>One person rejected my idea, so people hate my ideas.</div>",overgeneralization
,over_generalization
"i was late today, so i'm always irresponsible.",over_generalization
,none
"IF I DON'T GET INTO THIS COLLEGE, MY LIFE WILL BE A DISASTER.",CATASTROPHIZING
"If I don't get into this college, my life will be a disaster.!!!###",catastrophizing
"The interviewer looked serious, so they probably hated my answers.",mind-reading
MY MANAGER DIDN'T PRAISE ME BECAUSE SHE THINKS I'M INCOMPETENT.,mind_reading
<div>The recruiter hasn't replied because they think I'm unqualified.</div>, mind_reading 
THE CUSTOMER WAS UNHAPPY BECAUSE I HANDLED THE SITUATION BADLY.,personalization
The party was awkward because I made everyone uncomfortable.!!!::,PERSONALIZATION
<div>Missing this deadline means my career is finished.</div>,CATASTROPHIZING
My parents argued because I caused too much stress.!!!::,personalization
MY FRIEND DIDN'T REPLY TO MY MESSAGE YESTERDAY.,none
<p>The group didn't finish on time because I wasn't useful enough.</p>,personalization
,
Nobody ever listens to what I say.,overgeneralization
"<div>My friend is unhappy today, so it must be because of something I did.</div>",personalization
She smiled at everyone except me because she dislikes me.,mind_reading
"EVERY TIME I TRY SOMETHING NEW, I FAIL.",OVERGENERALIZATION
"She was quiet during dinner, so she must be upset with me.", mind_reading 
"Every time I try something new, I fail.",overgeneralization
my manager didn't praise me because she thinks i'm incompetent.,mind_reading
"One person rejected my idea, so people hate my ideas.",overgeneralization
, personalization 
A SMALL MISTAKE HERE COULD COMPLETELY RUIN EVERYTHING.,catastrophizing
They didn't invite me because they don't want me around.!!!^^,mind_reading
, mind_reading 
"If I perform badly once, I'll never be respected again.",CATASTROPHIZING
One bad semester means my whole degree is a failure.!!!(,overgeneralization
   The party was awkward because I made everyone uncomfortable. 	  ,PERSONALIZATION
   My teammate is frustrated because I am slowing everyone down. 	  ,personalization
<p>People from that college are all arrogant.</p>,over_generalization
SHE CHANGED HER MAJOR AFTER HER SECOND YEAR.,none
EVERY INTERVIEW I'VE HAD HAS GONE TERRIBLY.,overgeneralization
The company hired five new engineers this month.!!!<<<, none 
People from that college are all arrogant.,overgeneralization
One bad semester means my whole degree is a failure.,overgeneralization
"One project failed, so none of my projects will ever work.!!!''",OVERGENERALIZATION
"The customer was unhappy because I handled the situation badly.!!!,,",PERSONALIZATION
The restaurant was crowded on Saturday.,none
People from that college are all arrogant.,overgeneralization
"They didn't invite me because they don't want me around.!!!""", mind_reading 
"she sounded tired, so she must be bored of talking to me.",mind_reading
<div>He didn't reply because he must be angry with me.</div>,mind-reading
   The recruiter hasn't replied because they think I'm unqualified. 	  ,mind-reading
MY FRIEND STOPPED TALKING BECAUSE I MUST HAVE DONE SOMETHING WRONG.,personalization
MY MANAGER DIDN'T PRAISE ME BECAUSE SHE THINKS I'M INCOMPETENT., mind_reading 
the event failed because i organized it poorly.,personalization
"They laughed after I spoke, so they were definitely laughing at me.",mind-reading
"One person rejected my idea, so people hate my ideas.",overgeneralization
"<div>She looked away, so she probably thinks I'm boring.</div>",mind_reading
,none
My friend stopped talking because I must have done something wrong.,personalization
The company rejected our proposal because I wasn't persuasive enough.,personalization
One failed interview means my career is doomed.,
"If my project fails, everything I've worked for will be pointless.",
The company hired five new engineers this month.!!!>,
MY MANAGER DIDN'T PRAISE ME BECAUSE SHE THINKS I'M INCOMPETENT.,mind_reading
I submitted my application before the deadline.,NONE
"   If I embarrass myself today, I'll never be able to face these people again. 	  ",CATASTROPHIZING
People from that college are all arrogant.,OVERGENERALIZATION
"   I made a mistake at work, so I'm bad at my job. 	  ",overgeneralization
The event failed because I organized it poorly.,personalization
   The team lost the match 2-1. 	  ,NONE
"<p>If I embarrass myself today, I'll never be able to face these people again.</p>",CATASTROPHIZING
   My friend cancelled because I must have offended him. 	  ,MIND_READING
"If I lose this competition, all my hard work was worthless.",catastrophizing
"my first attempt didn't work, so the idea is useless.",overgeneralization
   I prefer tea to coffee. 	  , none 
   My parents argued because I caused too much stress. 	  ,personalization
THE TEMPERATURE DROPPED SIGNIFICANTLY OVERNIGHT.,none
   He is in a bad mood because of me. 	  ,personalization
I submitted my application before the deadline.,
,overgeneralization
"IF MY PRESENTATION FAILS, NOBODY WILL EVER TRUST ME AGAIN.",catastrophizing
   My roommate closed the door because he doesn't want to talk to me. 	  ,mind_reading
I STUDIED FOR THREE HOURS BEFORE THE EXAM.,none
My friend didn't reply to my message yesterday.,none
   The restaurant was crowded on Saturday. 	  ,none
   My friend cancelled our plans because I wasn't good company. 	  , personalization 
my manager didn't praise me because she thinks i'm incompetent.,mind_reading
"   I was late today, so I'm always irresponsible. 	  ",over_generalization
"I got sick once after eating there, so that restaurant always makes people sick.",over_generalization
They didn't invite me because they don't want me around.,mind_reading
"<div>If this presentation goes badly, everyone will remember it forever.</div>",catastrophizing
"   My professor frowned, so he must think I'm stupid. 	  ", mind_reading 
the team missed the deadline because i wasn't good enough.,personalization
<p>A bad grade will destroy all my chances of succeeding.</p>,catastrophizing
MY MANAGER DIDN'T PRAISE ME BECAUSE SHE THINKS I'M INCOMPETENT.,mind_reading
he read my message and didn't respond because he's annoyed with me.,mind_reading
"<p>If I make a mistake in front of the team, I'll lose everyone's respect forever.</p>",catastrophizing
The interview lasted about forty minutes.!!!___, none 
The group didn't finish on time because I wasn't useful enough.,personalization
The party was awkward because I made everyone uncomfortable.,PERSONALIZATION
My friend didn't reply to my message yesterday., none 
<p>The team missed the deadline because I wasn't good enough.</p>,
The temperature dropped significantly overnight., none 
The group didn't finish on time because I wasn't useful enough.!!!}},PERSONALIZATION
<div>He is in a bad mood because of me.</div>,PERSONALIZATION
One bad semester means my whole degree is a failure., overgeneralization 
EVERYONE DESERVES EQUAL TREATMENT UNDER THE LAW.,none
"MY TEAM LOST TODAY, SO WE CAN NEVER WIN.",over_generalization
Everyone became quiet because I said something wrong.!!!>>>,personalization
"I failed one exam, so I will always fail.!!!<<<",overgeneralization
,overgeneralization
The interview lasted about forty minutes.,none
the group didn't finish on time because i wasn't useful enough.,PERSONALIZATION
Nobody wants to work with me.,OVERGENERALIZATION
i made one mistake in the presentation.,NONE
"My professor frowned, so he must think I'm stupid.", mind_reading 
"   If I don't get into this college, my life will be a disaster. 	  ",catastrophizing
He chose another teammate because he thinks I'm useless.!!!*,mind-reading
"She looked away, so she probably thinks I'm boring.!!!++",mind-reading
A small mistake here could completely ruin everything.,catastrophizing
THE TEAM LOST THE MATCH 2-1.,none
"<div>Every time I try something new, I fail.</div>",overgeneralization
<p>One bad semester means my whole degree is a failure.</p>,overgeneralization
   The temperature dropped significantly overnight. 	  ,none
   It rained on our trip because I planned it badly. 	  ,personalization
"My first attempt didn't work, so the idea is useless.",overgeneralization
"If I embarrass myself today, I'll never be able to face these people again.",catastrophizing
"ONE PROJECT FAILED, SO NONE OF MY PROJECTS WILL EVER WORK.",
"One person rejected my idea, so people hate my ideas.",
My friend didn't reply to my message yesterday.,none
,personalization
   One mistake will completely ruin my future. 	  ,CATASTROPHIZING
<p>I studied for three hours before the exam.</p>,none
I MADE ONE MISTAKE IN THE PRESENTATION.,none
THE TEAM WON THREE MATCHES THIS SEASON.,none
"<div>They laughed after I spoke, so they were definitely laughing at me.</div>",mind_reading
My manager didn't praise me because she thinks I'm incompetent.,mind-reading
<div>My laptop has 16 GB of RAM.</div>,none
<p>He chose another teammate because he thinks I'm useless.</p>,mind-reading
"If I embarrass myself today, I'll never be able to face these people again.",catastrophizing
MY FRIEND CANCELLED BECAUSE I MUST HAVE OFFENDED HIM.,mind_reading
MY TEAMMATE IS FRUSTRATED BECAUSE I AM SLOWING EVERYONE DOWN.,PERSONALIZATION
THE COMPANY REJECTED OUR PROPOSAL BECAUSE I WASN'T PERSUASIVE ENOUGH.,PERSONALIZATION
the team won three matches this season.,none
MY ROOMMATE CLOSED THE DOOR BECAUSE HE DOESN'T WANT TO TALK TO ME.,MIND_READING
THE PROJECT FAILED BECAUSE I WASN'T CAPABLE ENOUGH.,personalization
   I submitted my application before the deadline. 	  ,none
<div>I prefer tea to coffee.</div>,none
It rained on our trip because I planned it badly., personalization 
, none 
Portugal has never won the FIFA World Cup.,NONE
The team lost the match 2-1.,
,mind_reading
   He walked past without saying hello because he is mad at me. 	  , mind_reading 
"The interviewer looked serious, so they probably hated my answers.!!!~~~",mind_reading
The party was awkward because I made everyone uncomfortable.!!!((, personalization 
EVERYONE IN MY CLASS IS SMARTER THAN ME.,overgeneralization
one rejection could mean i have no future in this field.,catastrophizing
EVERYONE DESERVES EQUAL TREATMENT UNDER THE LAW.,NONE
,PERSONALIZATION
A single bad decision could destroy everything.,catastrophizing
He walked past without saying hello because he is mad at me.!!!(,mind_reading
HE READ MY MESSAGE AND DIDN'T RESPOND BECAUSE HE'S ANNOYED WITH ME.,mind_reading
"If I embarrass myself today, I'll never be able to face these people again.", catastrophizing 
"<div>If this relationship ends, I'll never be happy again.</div>", catastrophizing 
   It rained on our trip because I planned it badly. 	  ,personalization
THE TEAM LOST THE MATCH 2-1.,none
my friend cancelled because i must have offended him.,mind_reading
She is having a bad day because I upset her.,PERSONALIZATION
Missing this deadline means my career is finished., catastrophizing 
THE GROUP DIDN'T FINISH ON TIME BECAUSE I WASN'T USEFUL ENOUGH.,personalization
EVERYONE BECAME QUIET BECAUSE I SAID SOMETHING WRONG.,personalization
One rejection could mean I have no future in this field.,catastrophizing
the team lost the match 2-1.,none
   My friend cancelled because I must have offended him. 	  ,
They haven't complimented my work because they think it's terrible.,mind_reading
"   One person rejected my idea, so people hate my ideas. 	  ",overgeneralization
<p>The event failed because I organized it poorly.</p>,personalization
"If I fail this exam, my entire life is over.",catastrophizing
