text,label
<p>One mistake will completely ruin my future.</p>,catastrophizing
"If I get rejected, I'll never find another opportunity.!!!|||",catastrophizing
"i was late today, so i'm always irresponsible.",overgeneralization
"If I make a mistake in front of the team, I'll lose everyone's respect forever.!!!<",catastrophizing
MY FRIEND CANCELLED OUR PLANS BECAUSE I WASN'T GOOD COMPANY.,personalization
<p>People from that college are all arrogant.</p>,overgeneralization
My friend didn't reply to my message yesterday.!!!;;,none
MY MANAGER DIDN'T PRAISE ME BECAUSE SHE THINKS I'M INCOMPETENT.,mind_reading
"She was quiet during dinner, so she must be upset with me.!!!\\\",mind_reading
<div>A small mistake here could completely ruin everything.</div>,catastrophizing
THEY HAVEN'T COMPLIMENTED MY WORK BECAUSE THEY THINK IT'S TERRIBLE.,mind_reading
"MY FIRST ATTEMPT DIDN'T WORK, SO THE IDEA IS USELESS.",overgeneralization
<p>The recruiter hasn't replied because they think I'm unqualified.</p>,mind_reading
One bad semester means my whole degree is a failure.!!!',overgeneralization
They didn't invite me because they don't want me around.!!!>>>,mind_reading
The team missed the deadline because I wasn't good enough.!!!==,personalization
"If this relationship ends, I'll never be happy again.!!!-",catastrophizing
"<div>My first attempt didn't work, so the idea is useless.</div>",overgeneralization
The team lost the match 2-1.!!!!!,none
<div>Everyone became quiet because I said something wrong.</div>,personalization
the customer was unhappy because i handled the situation badly.,personalization
MY FRIEND DIDN'T REPLY TO MY MESSAGE YESTERDAY.,none
the team won three matches this season.,none
"if i miss this opportunity, my future is ruined.",catastrophizing
The audience was quiet because they didn't like my presentation.!!!...,mind_reading
"<p>I made a mistake at work, so I'm bad at my job.</p>",overgeneralization
My roommate closed the door because he doesn't want to talk to me.!!!\\,mind_reading
"If I perform badly once, I'll never be respected again.!!![[[",catastrophizing
My parents argued because I caused too much stress.!!!~,personalization
My roommate closed the door because he doesn't want to talk to me.!!!@,mind_reading
<div>Our team lost because I didn't play well enough.</div>,personalization
"<div>I failed one exam, so I will always fail.</div>",overgeneralization
"<p>I got sick once after eating there, so that restaurant always makes people sick.</p>",overgeneralization
"My first attempt didn't work, so the idea is useless.!!!))",overgeneralization
Nobody wants to work with me.!!!\\,overgeneralization
The project failed because I wasn't capable enough.!!!!!,personalization
<div>My roommate closed the door because he doesn't want to talk to me.</div>,mind_reading
<p>Portugal has never won the FIFA World Cup.</p>,none
My colleague made a mistake because I didn't explain things well enough.!!!%%,personalization
I STUDIED FOR THREE HOURS BEFORE THE EXAM.,none
my parents argued because i caused too much stress.,personalization
He read my message and didn't respond because he's annoyed with me.!!!}}},mind_reading
It rained on our trip because I planned it badly.!!!^,personalization
"I STRUGGLED WITH CALCULUS, SO I'M TERRIBLE AT EVERY SUBJECT.",overgeneralization
My teammate is frustrated because I am slowing everyone down.!!!--,personalization
Our team lost because I didn't play well enough.!!!!,personalization
She is having a bad day because I upset her.!!!-,personalization
"The restaurant was crowded on Saturday.!!!,,",none
THEY DIDN'T INVITE ME BECAUSE THEY DON'T WANT ME AROUND.,mind_reading
"SHE LOOKED AWAY, SO SHE PROBABLY THINKS I'M BORING.",mind_reading
A bad grade will destroy all my chances of succeeding.!!!__,catastrophizing
One rejection could mean I have no future in this field.!!!^^^,catastrophizing
The train arrived ten minutes late today.!!!}}},none
My friend stopped talking because I must have done something wrong.!!!&&&,personalization
<div>Portugal has never won the FIFA World Cup.</div>,none
My colleague made a mistake because I didn't explain things well enough.!!!*,personalization
"My friend is unhappy today, so it must be because of something I did.!!!__",personalization
He read my message and didn't respond because he's annoyed with me.!!!$$$,mind_reading
THE TEMPERATURE DROPPED SIGNIFICANTLY OVERNIGHT.,none
<div>The party was awkward because I made everyone uncomfortable.</div>,personalization
"If I don't get into this college, my life will be a disaster.!!!###",catastrophizing
THE CUSTOMER WAS UNHAPPY BECAUSE I HANDLED THE SITUATION BADLY.,personalization
<div>Missing this deadline means my career is finished.</div>,catastrophizing
My parents argued because I caused too much stress.!!!::,personalization
<p>The group didn't finish on time because I wasn't useful enough.</p>,personalization
"<div>My friend is unhappy today, so it must be because of something I did.</div>",personalization
"EVERY TIME I TRY SOMETHING NEW, I FAIL.",overgeneralization
my manager didn't praise me because she thinks i'm incompetent.,mind_reading
They didn't invite me because they don't want me around.!!!^^,mind_reading
One bad semester means my whole degree is a failure.!!!(,overgeneralization
The company hired five new engineers this month.!!!<<<,none
"One project failed, so none of my projects will ever work.!!!''",overgeneralization
"The customer was unhappy because I handled the situation badly.!!!,,",personalization
"They didn't invite me because they don't want me around.!!!""",mind_reading
"<div>She looked away, so she probably thinks I'm boring.</div>",mind_reading
the team missed the deadline because i wasn't good enough.,personalization
<p>A bad grade will destroy all my chances of succeeding.</p>,catastrophizing
"<p>If I make a mistake in front of the team, I'll lose everyone's respect forever.</p>",catastrophizing
The interview lasted about forty minutes.!!!___,none
The group didn't finish on time because I wasn't useful enough.!!!}},personalization
Everyone became quiet because I said something wrong.!!!>>>,personalization
"I failed one exam, so I will always fail.!!!<<<",overgeneralization
He chose another teammate because he thinks I'm useless.!!!*,mind_reading
"She looked away, so she probably thinks I'm boring.!!!++",mind_reading
I MADE ONE MISTAKE IN THE PRESENTATION.,none
"<div>They laughed after I spoke, so they were definitely laughing at me.</div>",mind_reading
<div>My laptop has 16 GB of RAM.</div>,none
THE COMPANY REJECTED OUR PROPOSAL BECAUSE I WASN'T PERSUASIVE ENOUGH.,personalization
"The interviewer looked serious, so they probably hated my answers.!!!~~~",mind_reading
The party was awkward because I made everyone uncomfortable.!!!((,personalization
He walked past without saying hello because he is mad at me.!!!(,mind_reading
"<div>If this relationship ends, I'll never be happy again.</div>",catastrophizing
<p>The event failed because I organized it poorly.</p>,personalization
One bad semester means my whole degree is a failure.!!!```,overgeneralization
"If I lose this job, I'll never recover.!!!###",catastrophizing
My manager didn't praise me because she thinks I'm incompetent.!!!}},mind_reading
MY FRIEND SAW MY MESSAGE BUT DIDN'T ANSWER BECAUSE SHE WANTS TO IGNORE ME.,mind_reading
"I struggled with calculus, so I'm terrible at every subject.!!!\\\",overgeneralization
she is having a bad day because i upset her.,personalization
<p>My friend stopped talking because I must have done something wrong.</p>,personalization
"i got sick once after eating there, so that restaurant always makes people sick.",overgeneralization
"If this relationship ends, I'll never be happy again.!!!:::",catastrophizing
NOBODY WANTS TO WORK WITH ME.,overgeneralization
The project requires Python and a database.!!!::,none
<div>My parents argued because I caused too much stress.</div>,personalization
<p>Everyone deserves equal treatment under the law.</p>,none
One mistake will completely ruin my future.!!!-,catastrophizing
"I got sick once after eating there, so that restaurant always makes people sick.!!!)))",overgeneralization
"I prefer tea to coffee.!!!,,",none
My friend stopped talking because I must have done something wrong.!!!<,personalization
"I made one awkward comment, so I ruin every conversation.!!!!!!",overgeneralization
<p>The party was awkward because I made everyone uncomfortable.</p>,personalization
<p>The customer was unhappy because I handled the situation badly.</p>,personalization
The library closes at eight in the evening.!!!\,none
SHE SMILED AT EVERYONE EXCEPT ME BECAUSE SHE DISLIKES ME.,mind_reading
HE HASN'T TEXTED ME BECAUSE HE DOESN'T LIKE ME ANYMORE.,mind_reading
"If I get rejected, I'll never find another opportunity.!!!$",catastrophizing
"IF THIS RELATIONSHIP ENDS, I'LL NEVER BE HAPPY AGAIN.",catastrophizing
My friend stopped talking because I must have done something wrong.!!!&&,personalization
PEOPLE FROM THAT COLLEGE ARE ALL ARROGANT.,overgeneralization
"I was late today, so I'm always irresponsible.!!!{{{",overgeneralization
"IF I PERFORM BADLY ONCE, I'LL NEVER BE RESPECTED AGAIN.",catastrophizing
<div>I made one mistake in the presentation.</div>,none
missing this deadline means my career is finished.,catastrophizing
The project failed because I wasn't capable enough.!!!<<,personalization
They haven't complimented my work because they think it's terrible.!!!@@,mind_reading
<p>I made one mistake in the presentation.</p>,none
One bad semester means my whole degree is a failure.!!!}}},overgeneralization
He chose another teammate because he thinks I'm useless.!!!!,mind_reading
The company rejected our proposal because I wasn't persuasive enough.!!!--,personalization
Everyone in my class is smarter than me.!!!''',overgeneralization
One mistake will completely ruin my future.!!!(((,catastrophizing
<div>Our professor assigned two chapters for Monday.</div>,none
Everyone in my class is smarter than me.!!!+,overgeneralization
<div>I studied for three hours before the exam.</div>,none
Everyone in my class is smarter than me.!!!--,overgeneralization
"<div>If I miss this opportunity, my future is ruined.</div>",catastrophizing
<div>The audience was quiet because they didn't like my presentation.</div>,mind_reading
"If I embarrass myself today, I'll never be able to face these people again.!!!===",catastrophizing
The meeting went badly because I ruined it for everyone.!!!..,personalization
<div>The company hired five new engineers this month.</div>,none
Every interview I've had has gone terribly.!!!&&,overgeneralization
"She was quiet during dinner, so she must be upset with me.!!!^^^",mind_reading
"If I perform badly once, I'll never be respected again.!!!;;",catastrophizing
She is having a bad day because I upset her.!!!!,personalization
"If this relationship ends, I'll never be happy again.!!!!!",catastrophizing
My colleague made a mistake because I didn't explain things well enough.!!!<<,personalization
"If I don't get into this college, my life will be a disaster.!!!\",catastrophizing
<div>Nobody wants to work with me.</div>,overgeneralization
"I made one mistake in the presentation.!!!,",none
A single bad decision could destroy everything.!!!],catastrophizing
He is in a bad mood because of me.!!!''',personalization
"If I don't get into this college, my life will be a disaster.!!![[[",catastrophizing
"I was late today, so I'm always irresponsible.!!!$$",overgeneralization
It rained on our trip because I planned it badly.!!!$,personalization
"If this relationship ends, I'll never be happy again.!!!)))",catastrophizing
"My friend forgot my birthday, so she never cares about me.!!!**",overgeneralization
she smiled at everyone except me because she dislikes me.,mind_reading
The party was awkward because I made everyone uncomfortable.!!!%,personalization
"One person rejected my idea, so people hate my ideas.!!!**",overgeneralization
"If I embarrass myself today, I'll never be able to face these people again.!!!}",catastrophizing
One rejection could mean I have no future in this field.!!!@,catastrophizing
ONE REJECTION COULD MEAN I HAVE NO FUTURE IN THIS FIELD.,catastrophizing
"The interviewer looked serious, so they probably hated my answers.!!!??",mind_reading
"Every time I try something new, I fail.!!!%%",overgeneralization
The team won three matches this season.!!!;,none
a small mistake here could completely ruin everything.,catastrophizing
They didn't invite me because they don't want me around.!!!',mind_reading
My colleague made a mistake because I didn't explain things well enough.!!!```,personalization
Nobody wants to work with me.!!!<<,overgeneralization
"I was late today, so I'm always irresponsible.!!!\\",overgeneralization
the company hired five new engineers this month.,none
My roommate closed the door because he doesn't want to talk to me.!!!=,mind_reading
The event failed because I organized it poorly.!!!},personalization
"If I miss this opportunity, my future is ruined.!!!:::",catastrophizing
"He walked past without saying hello because he is mad at me.!!!""""",mind_reading
the train arrived ten minutes late today.,none
She smiled at everyone except me because she dislikes me.!!!@@@,mind_reading
A bad grade will destroy all my chances of succeeding.!!!$$$,catastrophizing
THE COMPANY HIRED FIVE NEW ENGINEERS THIS MONTH.,none
Every interview I've had has gone terribly.!!!```,overgeneralization
My roommate closed the door because he doesn't want to talk to me.!!!{{{,mind_reading
The temperature dropped significantly overnight.!!!@@@,none
"If I miss this opportunity, my future is ruined.!!!;",catastrophizing
He chose another teammate because he thinks I'm useless.!!!}}},mind_reading
"If my presentation fails, nobody will ever trust me again.!!!(",catastrophizing
"If I lose this competition, all my hard work was worthless.!!!::",catastrophizing
"One person rejected my idea, so people hate my ideas.!!!%",overgeneralization
"<div>I struggled with calculus, so I'm terrible at every subject.</div>",overgeneralization
"The team won three matches this season.!!!,,",none
"<p>If my presentation fails, nobody will ever trust me again.</p>",catastrophizing
"If I lose this competition, all my hard work was worthless.!!!:",catastrophizing
Missing this deadline means my career is finished.!!!<<<,catastrophizing
<p>A single bad decision could destroy everything.</p>,catastrophizing
My friend cancelled our plans because I wasn't good company.!!!__,personalization
"If I embarrass myself today, I'll never be able to face these people again.!!!~",catastrophizing
One bad semester means my whole degree is a failure.!!!!,overgeneralization
<div>I submitted my application before the deadline.</div>,none
"I struggled with calculus, so I'm terrible at every subject.!!!@@",overgeneralization
"Everyone became quiet because I said something wrong.!!!""""",personalization
"I WAS LATE TODAY, SO I'M ALWAYS IRRESPONSIBLE.",overgeneralization
The library closes at eight in the evening.!!!],none
The team lost the match 2-1.!!!(((,none
The restaurant was crowded on Saturday.!!!!!!,none
"If I make a mistake in front of the team, I'll lose everyone's respect forever.!!!{",catastrophizing
The event failed because I organized it poorly.!!!|||,personalization
"If I make a mistake in front of the team, I'll lose everyone's respect forever.!!!(((",catastrophizing
THE TRAIN ARRIVED TEN MINUTES LATE TODAY.,none
He read my message and didn't respond because he's annoyed with me.!!!|||,mind_reading
Nobody ever listens to what I say.!!!;;;,overgeneralization
"If I miss this opportunity, my future is ruined.!!!---",catastrophizing
"If I miss this opportunity, my future is ruined.!!!&&&",catastrophizing
"They laughed after I spoke, so they were definitely laughing at me.!!!,,",mind_reading
"I was late today, so I'm always irresponsible.!!!&",overgeneralization
A small mistake here could completely ruin everything.!!!---,catastrophizing
The interview lasted about forty minutes.!!!]],none
A bad grade will destroy all my chances of succeeding.!!!--,catastrophizing
"If my project fails, everything I've worked for will be pointless.!!!;;;",catastrophizing
"I struggled with calculus, so I'm terrible at every subject.!!!++",overgeneralization
My friend didn't reply to my message yesterday.!!!}}},none
<div>She smiled at everyone except me because she dislikes me.</div>,mind_reading
A bad grade will destroy all my chances of succeeding.!!!(((,catastrophizing
"One customer complained, so all our customers must be unhappy.!!!,",overgeneralization
I submitted my application before the deadline.!!!===,none
"They haven't complimented my work because they think it's terrible.!!!,,,",mind_reading
"I struggled with calculus, so I'm terrible at every subject.!!!===",overgeneralization
"<div>If I lose this job, I'll never recover.</div>",catastrophizing
<p>Our team lost because I didn't play well enough.</p>,personalization
<p>Our professor assigned two chapters for Monday.</p>,none
The company rejected our proposal because I wasn't persuasive enough.!!!]]],personalization
"My friend is unhappy today, so it must be because of something I did.!!!***",personalization
"<div>The interviewer looked serious, so they probably hated my answers.</div>",mind_reading
<div>My friend stopped talking because I must have done something wrong.</div>,personalization
The train arrived ten minutes late today.!!!<<,none
"My friend is unhappy today, so it must be because of something I did.!!!++",personalization
<div>They haven't complimented my work because they think it's terrible.</div>,mind_reading
"my professor frowned, so he must think i'm stupid.",mind_reading
Every interview I've had has gone terribly.!!!',overgeneralization
"One project failed, so none of my projects will ever work.!!!}",overgeneralization
"My professor frowned, so he must think I'm stupid.!!!||",mind_reading
"Every time I try something new, I fail.!!!""",overgeneralization
I made one mistake in the presentation.!!!{{,none
My friend stopped talking because I must have done something wrong.!!!``,personalization
<p>They haven't complimented my work because they think it's terrible.</p>,mind_reading
"SHE SOUNDED TIRED, SO SHE MUST BE BORED OF TALKING TO ME.",mind_reading
"I made a mistake at work, so I'm bad at my job.!!!:",overgeneralization
"One customer complained, so all our customers must be unhappy.!!!'",overgeneralization
My laptop has 16 GB of RAM.!!!''',none
"<p>If I perform badly once, I'll never be respected again.</p>",catastrophizing
"If I lose this competition, all my hard work was worthless.!!!)))",catastrophizing
"If I perform badly once, I'll never be respected again.!!!^^",catastrophizing
My friend stopped talking because I must have done something wrong.!!!@@,personalization
My friend didn't reply to my message yesterday.!!!===,none
The train arrived ten minutes late today.!!!)),none
"If I lose this competition, all my hard work was worthless.!!!__",catastrophizing
"Every time I try something new, I fail.!!!$",overgeneralization
<div>The restaurant was crowded on Saturday.</div>,none
"If I fail this exam, my entire life is over.!!!<<<",catastrophizing
The train arrived ten minutes late today.!!!!,none
"If I fail this exam, my entire life is over.!!!{{{",catastrophizing
"<p>If I lose this job, I'll never recover.</p>",catastrophizing
It rained on our trip because I planned it badly.!!!;,personalization
"A single bad decision could destroy everything.!!!,,",catastrophizing
"The project failed because I wasn't capable enough.!!!""",personalization
<div>Everyone deserves equal treatment under the law.</div>,none
Everyone deserves equal treatment under the law.!!!```,none
Portugal has never won the FIFA World Cup.!!!',none
<div>The library closes at eight in the evening.</div>,none
The customer was unhappy because I handled the situation badly.!!!***,personalization
Our professor assigned two chapters for Monday.!!!___,none
"If I lose this competition, all my hard work was worthless.!!!:::",catastrophizing
they haven't complimented my work because they think it's terrible.,mind_reading
"If I make a mistake in front of the team, I'll lose everyone's respect forever.!!!`",catastrophizing
"One person rejected my idea, so people hate my ideas.!!!---",overgeneralization
"If I embarrass myself today, I'll never be able to face these people again.!!!""",catastrophizing
My friend didn't reply to my message yesterday.!!!}},none
My manager didn't praise me because she thinks I'm incompetent.!!!~,mind_reading
<p>It rained on our trip because I planned it badly.</p>,personalization
"A single bad decision could destroy everything.!!!,,,",catastrophizing
My friend cancelled because I must have offended him.!!!%%,mind_reading
A small mistake here could completely ruin everything.!!!`,catastrophizing
"My professor frowned, so he must think I'm stupid.!!!_",mind_reading
<p>Everyone in my class is smarter than me.</p>,overgeneralization
I prefer tea to coffee.!!!^,none
<div>My friend didn't reply to my message yesterday.</div>,none
My friend stopped talking because I must have done something wrong.!!!===,personalization
He walked past without saying hello because he is mad at me.!!!{{{,mind_reading
"I prefer tea to coffee.!!!""""",none
The audience was quiet because they didn't like my presentation.!!!___,mind_reading
Our team lost because I didn't play well enough.!!!...,personalization
My friend cancelled because I must have offended him.!!!]],mind_reading
He walked past without saying hello because he is mad at me.!!!-,mind_reading
the temperature dropped significantly overnight.,none
It rained on our trip because I planned it badly.!!!.,personalization
My friend stopped talking because I must have done something wrong.!!!}}},personalization
My friend cancelled because I must have offended him.!!!&,mind_reading
A single bad decision could destroy everything.!!!~~,catastrophizing
She is having a bad day because I upset her.!!!!!,personalization
He read my message and didn't respond because he's annoyed with me.!!!...,mind_reading
The presentation was boring because I couldn't make it interesting.!!!(,personalization
My friend stopped talking because I must have done something wrong.!!!??,personalization
A small mistake here could completely ruin everything.!!!@@@,catastrophizing
My parents argued because I caused too much stress.!!!$,personalization
"She was quiet during dinner, so she must be upset with me.!!!...",mind_reading
The event failed because I organized it poorly.!!!===,personalization
"One customer complained, so all our customers must be unhappy.!!!@@@",overgeneralization
"If I make a mistake in front of the team, I'll lose everyone's respect forever.!!!+",catastrophizing
"She looked away, so she probably thinks I'm boring.!!!^",mind_reading
"She looked away, so she probably thinks I'm boring.!!!\\",mind_reading
THE INTERVIEW LASTED ABOUT FORTY MINUTES.,none
My roommate closed the door because he doesn't want to talk to me.!!!{,mind_reading
"She sounded tired, so she must be bored of talking to me.!!!###",mind_reading
"<div>If my presentation fails, nobody will ever trust me again.</div>",catastrophizing
I submitted my application before the deadline.!!!'',none
"<p>If I fail this exam, my entire life is over.</p>",catastrophizing
My manager didn't praise me because she thinks I'm incompetent.!!!(((,mind_reading
Everyone deserves equal treatment under the law.!!!{{,none
"One project failed, so none of my projects will ever work.!!!~",overgeneralization
<p>He is in a bad mood because of me.</p>,personalization
The team missed the deadline because I wasn't good enough.!!!@@@,personalization
"<div>If I get rejected, I'll never find another opportunity.</div>",catastrophizing
He didn't reply because he must be angry with me.!!!]]],mind_reading
One failed interview means my career is doomed.!!!|,catastrophizing
"If I embarrass myself today, I'll never be able to face these people again.!!!))",catastrophizing
"<p>If this presentation goes badly, everyone will remember it forever.</p>",catastrophizing
every interview i've had has gone terribly.,overgeneralization
"Portugal has never won the FIFA World Cup.!!!,,",none
"My friend is unhappy today, so it must be because of something I did.!!!{{",personalization
"She was quiet during dinner, so she must be upset with me.!!!**",mind_reading
"I didn't get this internship, so I'll never get an internship.!!!<<<",overgeneralization
"The interviewer looked serious, so they probably hated my answers.!!!{{{",mind_reading
A small mistake here could completely ruin everything.!!!-,catastrophizing
The party was awkward because I made everyone uncomfortable.!!!<<<,personalization
People from that college are all arrogant.!!!>,overgeneralization
The train arrived ten minutes late today.!!!//,none
The customer was unhappy because I handled the situation badly.!!!<<<,personalization
She smiled at everyone except me because she dislikes me.!!!{{,mind_reading
"If I make a mistake in front of the team, I'll lose everyone's respect forever.!!!???",catastrophizing
"He hasn't texted me because he doesn't like me anymore.!!!,",mind_reading
Our team lost because I didn't play well enough.!!!&,personalization
My friend cancelled our plans because I wasn't good company.!!!??,personalization
"She sounded tired, so she must be bored of talking to me.!!!((",mind_reading
The team missed the deadline because I wasn't good enough.!!!]]],personalization
"She sounded tired, so she must be bored of talking to me.!!!;;;",mind_reading
"If this presentation goes badly, everyone will remember it forever.!!!>>>",catastrophizing
"If I make a mistake in front of the team, I'll lose everyone's respect forever.!!!^^",catastrophizing
<p>The project failed because I wasn't capable enough.</p>,personalization
The restaurant was crowded on Saturday.!!!@@@,none
My parents argued because I caused too much stress.!!!&,personalization
"My team lost today, so we can never win.!!!//",overgeneralization
Everyone deserves equal treatment under the law.!!!??,none
I submitted my application before the deadline.!!!??,none
"If this relationship ends, I'll never be happy again.!!![[",catastrophizing
A bad grade will destroy all my chances of succeeding.!!!!!,catastrophizing
The meeting went badly because I ruined it for everyone.!!!***,personalization
He is in a bad mood because of me.!!!;;;,personalization
He didn't reply because he must be angry with me.!!!>>,mind_reading
My friend saw my message but didn't answer because she wants to ignore me.!!!..,mind_reading
The temperature dropped significantly overnight.!!!',none
"The presentation was boring because I couldn't make it interesting.!!!,,",personalization
<div>One mistake will completely ruin my future.</div>,catastrophizing
Everyone deserves equal treatment under the law.!!!::,none
<p>My roommate closed the door because he doesn't want to talk to me.</p>,mind_reading
"If I fail this exam, my entire life is over.!!!__",catastrophizing
"My first attempt didn't work, so the idea is useless.!!!(((",overgeneralization
My friend cancelled because I must have offended him.!!!###,mind_reading
<p>My colleague made a mistake because I didn't explain things well enough.</p>,personalization
our professor assigned two chapters for monday.,none
Everyone became quiet because I said something wrong.!!!;,personalization
"My first attempt didn't work, so the idea is useless.!!!||",overgeneralization
The temperature dropped significantly overnight.!!!~~,none
"<p>I made one awkward comment, so I ruin every conversation.</p>",overgeneralization
A single bad decision could destroy everything.!!!>>>,catastrophizing
"I made one awkward comment, so I ruin every conversation.!!!@",overgeneralization
I prefer tea to coffee.!!!-,none
<p>Nobody wants to work with me.</p>,overgeneralization
"A bad grade will destroy all my chances of succeeding.!!!,",catastrophizing
The customer was unhappy because I handled the situation badly.!!!(((,personalization
"One person rejected my idea, so people hate my ideas.!!!~~~",overgeneralization
The bus was delayed because of traffic.!!!**,none
Portugal has never won the FIFA World Cup.!!!]],none
"The company hired five new engineers this month.!!!,,,",none
She is having a bad day because I upset her.!!!?,personalization
<div>Nobody ever listens to what I say.</div>,overgeneralization
"My professor frowned, so he must think I'm stupid.!!!@@@",mind_reading
"He didn't reply because he must be angry with me.!!!,",mind_reading
"I was late today, so I'm always irresponsible.!!!>>",overgeneralization
Portugal has never won the FIFA World Cup.!!!...,none
Nobody ever listens to what I say.!!!==,overgeneralization
Everyone in my class is smarter than me.!!!=,overgeneralization
Missing this deadline means my career is finished.!!!-,catastrophizing
They haven't complimented my work because they think it's terrible.!!!]],mind_reading
"I failed one exam, so I will always fail.!!!}}}",overgeneralization
The bus was delayed because of traffic.!!!&&,none
"I submitted my application before the deadline.!!!""""""",none
"She was quiet during dinner, so she must be upset with me.!!!__",mind_reading
"If I fail this exam, my entire life is over.!!!|",catastrophizing
My friend cancelled because I must have offended him.!!!=,mind_reading
"If I don't get into this college, my life will be a disaster.!!!|||",catastrophizing
"The interviewer looked serious, so they probably hated my answers.!!!.",mind_reading
"<div>My team lost today, so we can never win.</div>",overgeneralization
"My professor frowned, so he must think I'm stupid.!!!)))",mind_reading
"Missing this deadline means my career is finished.!!!""""",catastrophizing
The restaurant was crowded on Saturday.!!!;,none
My parents argued because I caused too much stress.!!!~~,personalization
The train arrived ten minutes late today.!!!'',none
My friend didn't reply to my message yesterday.!!!{{{,none
<div>He read my message and didn't respond because he's annoyed with me.</div>,mind_reading
the party was awkward because i made everyone uncomfortable.,personalization
My parents argued because I caused too much stress.!!!)),personalization
THE MEETING WENT BADLY BECAUSE I RUINED IT FOR EVERYONE.,personalization
"if i embarrass myself today, i'll never be able to face these people again.",catastrophizing
The bus was delayed because of traffic.!!!)),none
They haven't complimented my work because they think it's terrible.!!!|||,mind_reading
He walked past without saying hello because he is mad at me.!!!===,mind_reading
<p>My friend saw my message but didn't answer because she wants to ignore me.</p>,mind_reading
"She sounded tired, so she must be bored of talking to me.!!!\\",mind_reading
<div>She changed her major after her second year.</div>,none
She changed her major after her second year.!!!(((,none
The party was awkward because I made everyone uncomfortable.!!!^^,personalization
One failed interview means my career is doomed.!!!>,catastrophizing
"I made one awkward comment, so I ruin every conversation.!!!\",overgeneralization
"If my project fails, everything I've worked for will be pointless.!!!]]]",catastrophizing
"She looked away, so she probably thinks I'm boring.!!!::",mind_reading
"If I don't get into this college, my life will be a disaster.!!!\\\",catastrophizing
My friend saw my message but didn't answer because she wants to ignore me.!!!&&,mind_reading
<div>My colleague made a mistake because I didn't explain things well enough.</div>,personalization
The audience was quiet because they didn't like my presentation.!!!++,mind_reading
<div>The team missed the deadline because I wasn't good enough.</div>,personalization
My roommate closed the door because he doesn't want to talk to me.!!!^^^,mind_reading
My friend stopped talking because I must have done something wrong.!!!]]],personalization
The project failed because I wasn't capable enough.!!!#,personalization
"I struggled with calculus, so I'm terrible at every subject.!!!&&&",overgeneralization
"One project failed, so none of my projects will ever work.!!!\\",overgeneralization
My friend saw my message but didn't answer because she wants to ignore me.!!!},mind_reading
She smiled at everyone except me because she dislikes me.!!!)),mind_reading
The library closes at eight in the evening.!!!%,none
<div>It rained on our trip because I planned it badly.</div>,personalization
They didn't invite me because they don't want me around.!!!`,mind_reading
He chose another teammate because he thinks I'm useless.!!!###,mind_reading
I submitted my application before the deadline.!!!**,none
The temperature dropped significantly overnight.!!!!!!,none
"Our team lost because I didn't play well enough.!!!,,",personalization
Our professor assigned two chapters for Monday.!!!^,none
"If I lose this job, I'll never recover.!!!)",catastrophizing
The train arrived ten minutes late today.!!!:::,none
One mistake will completely ruin my future.!!!~~,catastrophizing
THE LIBRARY CLOSES AT EIGHT IN THE EVENING.,none
"If I lose this job, I'll never recover.!!!>>>",catastrophizing
They haven't complimented my work because they think it's terrible.!!!``,mind_reading
The party was awkward because I made everyone uncomfortable.!!!!!,personalization
"I submitted my application before the deadline.!!!""""",none
<p>He walked past without saying hello because he is mad at me.</p>,mind_reading
"One customer complained, so all our customers must be unhappy.!!!~~~",overgeneralization
"If I embarrass myself today, I'll never be able to face these people again.!!!'",catastrophizing
The team missed the deadline because I wasn't good enough.!!!$,personalization
I made one mistake in the presentation.!!!],none
"Every interview I've had has gone terribly.!!!,,,",overgeneralization
"If I get rejected, I'll never find another opportunity.!!!@@",catastrophizing
My laptop has 16 GB of RAM.!!!<,none
A single bad decision could destroy everything.!!!((,catastrophizing
"The presentation was boring because I couldn't make it interesting.!!!""""",personalization
My colleague made a mistake because I didn't explain things well enough.!!![[,personalization
One mistake will completely ruin my future.!!!$$$,catastrophizing
She changed her major after her second year.!!!;;;,none
The temperature dropped significantly overnight.!!![[,none
The interview lasted about forty minutes.!!!/,none
A bad grade will destroy all my chances of succeeding.!!!]]],catastrophizing
The customer was unhappy because I handled the situation badly.!!!--,personalization
<div>The company rejected our proposal because I wasn't persuasive enough.</div>,personalization
<div>My teammate is frustrated because I am slowing everyone down.</div>,personalization
She is having a bad day because I upset her.!!![[[,personalization
"Every time I try something new, I fail.!!!::",overgeneralization
"She sounded tired, so she must be bored of talking to me.!!!***",mind_reading
"<div>I made a mistake at work, so I'm bad at my job.</div>",overgeneralization
"If I lose this competition, all my hard work was worthless.!!!<<",catastrophizing
They haven't complimented my work because they think it's terrible.!!!]]],mind_reading
I made one mistake in the presentation.!!![[[,none
The team won three matches this season.!!!=,none
"I made one awkward comment, so I ruin every conversation.!!!>>",overgeneralization
"If this relationship ends, I'll never be happy again.!!!#",catastrophizing
"One project failed, so none of my projects will ever work.!!!+",overgeneralization
Portugal has never won the FIFA World Cup.!!!```,none
"If this presentation goes badly, everyone will remember it forever.!!!___",catastrophizing
"<div>My friend forgot my birthday, so she never cares about me.</div>",overgeneralization
"One person rejected my idea, so people hate my ideas.!!!""""",overgeneralization
"I got sick once after eating there, so that restaurant always makes people sick.!!!^^",overgeneralization
